observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2024-10-21,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-10-21 21:00:00,21,,270.0,1.0,,-22.3,-24.8,
2024-02-07,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-02-07 18:00:00,18,71.0,260.0,1.0,,-34.6,-38.0,
2024-07-04,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-07-04 06:00:00,6,,290.0,5.0,13.0,19.0,1.9,
2024-04-29,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-04-29 21:00:00,21,,,0.0,,-4.2,-8.6,
2024-01-30,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-01-30 15:00:00,15,,,,,,,
2024-03-09,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-03-09 18:00:00,18,,,,,,,
2024-03-09,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-03-09 15:00:00,15,,,0.0,,-23.6,-26.1,
2024-12-09,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-12-09 18:00:00,18,71.0,,0.0,,-31.2,-34.5,
2024-11-10,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-11-10 06:00:00,6,2.0,,0.0,,-11.8,-13.9,
2024-04-03,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-04-03 03:00:00,3,,280.0,5.0,,-0.4,-10.7,
2024-01-22,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-01-22 15:00:00,15,71.0,330.0,1.0,,-36.4,-40.1,
2024-01-30,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-01-30 21:00:00,21,,,,,,,
2024-08-04,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-08-04 18:00:00,18,,340.0,1.0,,9.1,5.7,
2024-05-16,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-05-16 09:00:00,9,80.0,70.0,2.0,,11.9,4.3,
2024-05-06,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-05-06 03:00:00,3,,120.0,3.0,,14.6,-5.2,
2024-03-24,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-03-24 03:00:00,3,,260.0,4.0,,-9.3,-23.3,
2024-09-23,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-09-23 18:00:00,18,,,0.0,,-5.5,-6.2,
2024-03-06,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-03-06 03:00:00,3,,140.0,1.0,,-18.7,-24.5,
2024-01-17,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-01-17 06:00:00,6,49.0,,0.0,,-38.6,-42.4,
2024-06-10,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-06-10 15:00:00,15,,,0.0,,9.1,3.2,
2024-07-23,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-07-23 06:00:00,6,,90.0,3.0,,28.4,14.2,
2024-08-16,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-08-16 18:00:00,18,,,0.0,,5.7,5.3,
2024-05-25,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-05-25 18:00:00,18,,270.0,1.0,,2.4,-0.6,
2024-05-09,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-05-09 15:00:00,15,,290.0,4.0,,-1.4,-7.8,
2024-07-20,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-07-20 15:00:00,15,,240.0,1.0,,17.2,16.5,
2024-12-20,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-12-20 15:00:00,15,10.0,,0.0,,-36.0,-39.6,
2024-02-02,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-02-02 00:00:00,0,,190.0,2.0,,-29.6,-32.7,
2024-02-25,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-02-25 09:00:00,9,,,0.0,,-28.8,-32.3,
2024-07-19,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-07-19 15:00:00,15,,330.0,1.0,,19.1,15.0,
2024-03-05,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-03-05 03:00:00,3,,20.0,2.0,,-20.9,-23.8,
2024-01-16,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-01-16 18:00:00,18,71.0,,0.0,,-39.5,-43.3,
2024-02-10,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-02-10 12:00:00,12,10.0,350.0,1.0,,-35.3,-38.8,
2024-09-09,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-09-09 18:00:00,18,,360.0,2.0,,7.4,7.1,
2024-02-26,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-02-26 09:00:00,9,2.0,,0.0,,-26.4,-29.7,
2024-01-26,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-01-26 06:00:00,6,71.0,360.0,2.0,,-26.4,-29.4,
2024-02-12,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-02-12 00:00:00,0,,340.0,1.0,,-34.0,-37.5,
2024-06-06,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-06-06 12:00:00,12,,100.0,2.0,,15.1,0.9,
2024-06-10,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-06-10 06:00:00,6,,50.0,4.0,,23.7,0.0,
2024-06-21,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-06-21 06:00:00,6,,140.0,2.0,,26.2,10.1,
2024-03-29,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-03-29 03:00:00,3,,,,,,,
2024-11-10,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-11-10 21:00:00,21,71.0,260.0,1.0,,-15.2,-17.0,
2024-06-12,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-06-12 03:00:00,3,,130.0,4.0,,25.8,3.7,
2024-07-08,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-07-08 03:00:00,3,,80.0,2.0,,25.8,7.1,
2024-05-11,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-05-11 15:00:00,15,,280.0,1.0,,2.6,-4.9,
2024-11-18,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-11-18 12:00:00,12,71.0,310.0,1.0,,-29.6,-32.6,
2024-02-04,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-02-04 03:00:00,3,,,0.0,,-31.7,-35.0,
2024-08-22,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-08-22 06:00:00,6,17.0,140.0,4.0,,21.9,15.3,
2024-09-10,ЯКУТСК (24959),Республика Саха /Якутия/,24959,ЯКУТСК,2024-09-10 00:00:00,0,25.0,10.0,4.0,,7.6,5.5,8.0
