observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2022-05-03,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-05-03 21:00:00,21,,,,,,,
2022-07-17,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-07-17 21:00:00,21,10.0,270.0,1.0,,13.4,12.3,
2022-02-17,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-02-17 18:00:00,18,,230.0,1.0,,-31.2,-35.0,
2022-12-26,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-12-26 18:00:00,18,,,,,,,
2022-10-07,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-10-07 18:00:00,18,,,,,,,
2022-10-03,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-10-03 21:00:00,21,,300.0,2.0,,-5.5,-7.0,
2022-07-13,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-07-13 00:00:00,0,80.0,,0.0,,13.7,12.8,13.0
2022-10-14,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-10-14 03:00:00,3,,30.0,1.0,,-1.5,-2.7,
2022-03-18,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-03-18 06:00:00,6,,340.0,3.0,,-13.7,-19.8,
2022-03-13,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-03-13 21:00:00,21,,250.0,1.0,,-28.1,-31.2,
2022-01-18,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-01-18 00:00:00,0,,240.0,2.0,,-39.8,-44.8,
2022-02-25,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-02-25 12:00:00,12,2.0,330.0,3.0,,-12.0,-16.4,
2022-03-01,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-03-01 12:00:00,12,,230.0,3.0,,-20.3,-25.2,
2022-12-30,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-12-30 15:00:00,15,,,,,,,
2022-11-11,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-11-11 21:00:00,21,,260.0,3.0,,-24.3,-26.4,
2022-10-16,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-10-16 15:00:00,15,,,,,,,
2022-10-12,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-10-12 15:00:00,15,,,,,,,
2022-09-21,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-09-21 06:00:00,6,,180.0,1.0,,6.0,1.6,
2022-05-10,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-05-10 15:00:00,15,,350.0,5.0,,-4.7,-7.5,
2022-02-22,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-02-22 21:00:00,21,,,,,,,
2022-09-20,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-09-20 09:00:00,9,,270.0,3.0,,6.9,-2.8,
2022-02-06,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-02-06 15:00:00,15,,240.0,3.0,,-28.0,-22.7,
2022-07-10,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-07-10 18:00:00,18,46.0,230.0,1.0,,11.2,10.7,
2022-07-31,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-07-31 15:00:00,15,81.0,,0.0,,15.3,14.8,
2022-12-22,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-12-22 12:00:00,12,,90.0,2.0,,-27.8,-31.0,
2022-12-20,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-12-20 12:00:00,12,,,,,,,
2022-11-17,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-11-17 00:00:00,0,70.0,200.0,1.0,,-14.7,-17.1,
2022-11-05,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-11-05 09:00:00,9,,280.0,2.0,,-12.5,-17.9,
2022-10-23,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-10-23 06:00:00,6,,360.0,2.0,,-2.3,-8.7,
2022-07-01,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-07-01 06:00:00,6,,210.0,3.0,,29.1,14.0,
2022-04-12,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-04-12 09:00:00,9,,10.0,3.0,,-2.4,-12.2,
2022-04-11,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-04-11 18:00:00,18,,250.0,3.0,,-14.7,-17.4,
2022-11-30,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2022-11-30 03:00:00,3,36.0,10.0,7.0,13.0,-31.5,-37.2,
