observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2021-07-05,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-07-05 03:00:00,3,,,,,,,
2021-11-13,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-11-13 18:00:00,18,,310.0,1.0,,-16.3,-49.3,
2021-03-09,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-03-09 09:00:00,9,,,,,,,
2021-12-24,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-12-24 12:00:00,12,71.0,,0.0,,-23.5,-25.4,
2019-10-17,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2019-10-17 21:00:00,21,,150.0,1.0,,-4.8,-41.0,
2020-10-16,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-10-16 00:00:00,0,,,0.0,,2.5,-0.2,
2020-11-06,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-11-06 09:00:00,9,,,,,,,
2020-10-01,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-10-01 21:00:00,21,,,,,,,
2020-04-01,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-04-01 21:00:00,21,,,,,,,
2021-04-06,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-04-06 18:00:00,18,,180.0,2.0,,-17.1,-49.9,
2020-06-30,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-06-30 09:00:00,9,,,,,,,
2020-06-07,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-06-07 06:00:00,6,,130.0,7.0,12.0,27.0,1.9,
2021-06-26,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-06-26 12:00:00,12,,180.0,2.0,,25.4,15.4,
2020-11-12,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-11-12 21:00:00,21,,,,,,,
2020-10-04,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-10-04 12:00:00,12,,190.0,2.0,,3.5,-3.5,
2020-07-09,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-07-09 03:00:00,3,,,,,,,
2021-09-03,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-09-03 06:00:00,6,15.0,30.0,3.0,,13.9,7.4,
2021-03-02,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-03-02 15:00:00,15,,,,,,,
2021-04-02,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-04-02 00:00:00,0,,330.0,3.0,,-10.7,-16.0,
2021-04-21,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-04-21 12:00:00,12,1.0,280.0,2.0,,-2.1,-12.9,
2019-12-06,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2019-12-06 03:00:00,3,,30.0,1.0,,-26.1,-56.5,
2019-10-29,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2019-10-29 12:00:00,12,70.0,130.0,3.0,,-5.0,-6.7,
2021-05-21,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-05-21 21:00:00,21,,,,,,,
2020-03-10,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-03-10 15:00:00,15,,,,,,,
2021-05-02,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-05-02 12:00:00,12,,110.0,1.0,,6.4,-2.0,
2019-12-29,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2019-12-29 09:00:00,9,,,,,,,
2021-12-02,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2021-12-02 18:00:00,18,,,0.0,,-28.9,-58.6,
2020-03-09,МАЧА (30074),Республика Саха /Якутия/,30074,МАЧА,2020-03-09 12:00:00,12,85.0,310.0,3.0,,-8.6,-11.4,
