observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2024-01-28,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2024-01-28 09:00:00,9,,,0.0,,-32.1,-33.7,
2022-05-20,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2022-05-20 06:00:00,6,,140.0,5.0,,14.8,-3.6,
2022-05-21,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2022-05-21 15:00:00,15,,,0.0,,-1.1,-2.9,
2024-08-29,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2024-08-29 21:00:00,21,44.0,,0.0,,6.0,5.3,1.0
2023-09-01,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2023-09-01 18:00:00,18,,,,,,,
2022-04-16,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2022-04-16 00:00:00,0,2.0,,0.0,,-2.8,-4.4,
2022-05-24,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2022-05-24 12:00:00,12,,180.0,1.0,,15.4,-3.3,
2023-03-16,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2023-03-16 06:00:00,6,73.0,320.0,3.0,,-4.5,-5.1,
2023-03-29,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2023-03-29 03:00:00,3,,,0.0,,7.6,-2.0,
2023-04-03,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2023-04-03 15:00:00,15,73.0,,0.0,,-3.5,-3.5,
2023-06-07,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2023-06-07 12:00:00,12,,,0.0,,20.0,9.3,
2024-10-04,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2024-10-04 21:00:00,21,,,0.0,,1.2,-0.2,1.0
2024-09-10,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2024-09-10 09:00:00,9,,,0.0,,9.4,8.8,
2024-09-18,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2024-09-18 03:00:00,3,,320.0,3.0,,10.0,7.3,
2022-04-05,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2022-04-05 21:00:00,21,,,0.0,,-8.6,-11.0,
2023-06-05,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2023-06-05 18:00:00,18,,,0.0,,6.0,4.9,
2024-07-10,УСТЬ-ЮДОМА (31054),Республика Саха /Якутия/,31054,УСТЬ-ЮДОМА,2024-07-10 03:00:00,3,,,0.0,,18.8,15.6,
