observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2020-10-24,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-10-24 00:00:00,0,85.0,100.0,6.0,12.0,-6.9,-5.4,
2021-03-19,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-03-19 00:00:00,0,22.0,90.0,4.0,,-19.6,-23.7,
2019-10-30,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2019-10-30 03:00:00,3,37.0,100.0,8.0,14.0,-5.7,-11.9,
2020-02-08,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-02-08 18:00:00,18,36.0,110.0,6.0,12.0,-29.0,-33.5,
2020-05-11,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-05-11 06:00:00,6,,300.0,4.0,,7.0,1.3,
2019-12-26,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2019-12-26 06:00:00,6,,,,,,,
2021-08-17,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-08-17 12:00:00,12,,30.0,1.0,,13.3,12.2,
2020-12-23,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-12-23 12:00:00,12,,,0.0,,-48.6,-51.8,
2020-06-25,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-06-25 06:00:00,6,,130.0,4.0,,27.2,9.3,
2021-01-28,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-01-28 15:00:00,15,,60.0,1.0,,-49.8,-55.5,
2020-06-16,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-06-16 06:00:00,6,,140.0,3.0,,23.1,10.4,
2021-03-17,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-03-17 03:00:00,3,71.0,100.0,1.0,,-12.3,-14.3,
2020-04-23,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-04-23 18:00:00,18,,60.0,1.0,,-1.5,-7.5,
2020-05-18,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-05-18 09:00:00,9,,310.0,2.0,,18.2,2.6,
2021-05-28,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-05-28 15:00:00,15,,,0.0,,8.2,3.0,
2020-12-09,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-12-09 03:00:00,3,,,0.0,,-35.9,-38.1,
2020-04-25,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-04-25 18:00:00,18,,110.0,1.0,,-3.8,-5.0,
2020-06-12,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-06-12 18:00:00,18,,,,,,,
2019-12-08,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2019-12-08 12:00:00,12,36.0,100.0,5.0,,-36.7,-40.1,
2020-03-07,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-03-07 15:00:00,15,,,,,,,
2020-05-21,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-05-21 15:00:00,15,,,,,,,
2021-07-05,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-07-05 15:00:00,15,2.0,300.0,3.0,,19.1,16.1,
2021-09-23,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-09-23 09:00:00,9,,330.0,1.0,,4.1,2.0,
2020-02-18,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-02-18 00:00:00,0,2.0,,0.0,,-30.5,-33.0,
2021-10-14,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-10-14 03:00:00,3,,320.0,1.0,,-6.1,-8.0,
2021-08-09,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-08-09 03:00:00,3,5.0,140.0,4.0,11.0,24.9,2.7,
2021-04-13,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-04-13 09:00:00,9,,,0.0,,-3.7,-15.3,
2021-04-20,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-04-20 18:00:00,18,,,0.0,,-14.3,-16.8,
2020-01-22,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-01-22 12:00:00,12,36.0,110.0,6.0,10.0,-28.8,-31.9,
2020-05-02,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-05-02 21:00:00,21,,300.0,5.0,,-6.5,-8.1,
2020-08-20,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-08-20 18:00:00,18,,50.0,1.0,,-0.7,-2.2,
2020-06-09,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-06-09 03:00:00,3,80.0,110.0,2.0,,13.1,12.0,
2021-10-27,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-10-27 12:00:00,12,2.0,220.0,1.0,,-4.1,-4.4,
2021-11-28,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-11-28 15:00:00,15,71.0,110.0,1.0,,-24.7,-27.0,
2021-02-15,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-02-15 03:00:00,3,71.0,,0.0,,-26.9,-29.3,
2020-04-07,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-04-07 12:00:00,12,,110.0,2.0,,-0.6,-6.3,
2020-02-28,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-02-28 12:00:00,12,,,,,,,
2020-01-12,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-01-12 15:00:00,15,,,,,,,
2021-11-08,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2021-11-08 15:00:00,15,85.0,100.0,5.0,13.0,-15.1,-17.6,
2020-04-28,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-04-28 15:00:00,15,,,0.0,,-3.6,-4.4,
2020-11-30,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-11-30 00:00:00,0,,,0.0,,-33.7,-35.9,
2020-02-07,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-02-07 03:00:00,3,10.0,,0.0,,-41.0,-43.8,
2020-03-26,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-03-26 09:00:00,9,,290.0,5.0,,-17.7,-21.1,
2020-07-15,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2020-07-15 03:00:00,3,,,,,,,
2019-10-30,САНГАРЫ (24652),Республика Саха /Якутия/,24652,САНГАРЫ,2019-10-30 00:00:00,0,36.0,100.0,5.0,12.0,-7.0,-11.3,
