observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2023-01-09,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-01-09 03:00:00,3,,,0.0,,-35.2,-39.4,
2023-04-21,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-04-21 06:00:00,6,2.0,210.0,1.0,,2.3,-3.3,
2024-11-19,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-11-19 09:00:00,9,71.0,60.0,2.0,,-18.3,-20.2,
2024-07-18,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-07-18 15:00:00,15,,210.0,1.0,,15.7,14.7,
2024-11-27,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-11-27 03:00:00,3,,,0.0,,-20.7,-23.2,
2024-11-09,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-11-09 15:00:00,15,,190.0,1.0,,-13.2,-13.8,
2023-01-21,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-01-21 18:00:00,18,,,0.0,,-45.3,-49.8,
2024-06-13,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-06-13 21:00:00,21,,150.0,1.0,,11.4,8.7,
2024-12-13,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-12-13 18:00:00,18,,,0.0,,-40.6,-44.6,
2023-08-03,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-08-03 09:00:00,9,,220.0,1.0,,22.8,6.7,
2024-02-09,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-02-09 09:00:00,9,,,0.0,,-32.5,-35.5,
2024-09-10,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-09-10 09:00:00,9,,290.0,2.0,,7.1,5.9,
2023-06-16,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-06-16 09:00:00,9,,290.0,4.0,,15.2,3.4,
2023-12-25,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-12-25 00:00:00,0,,360.0,1.0,,-37.7,-39.9,
2024-06-06,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-06-06 00:00:00,0,,70.0,3.0,,1.6,-1.8,0.0
2024-07-25,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-07-25 15:00:00,15,,,0.0,,14.2,13.1,
2024-10-06,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-10-06 15:00:00,15,,,0.0,,-1.1,-2.4,
2023-02-14,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-02-14 06:00:00,6,,,0.0,,-26.7,-33.1,
2023-01-04,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-01-04 21:00:00,21,,,0.0,,-40.2,-44.1,
2024-08-31,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-08-31 21:00:00,21,,,0.0,,4.1,3.7,
2023-04-06,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-04-06 03:00:00,3,37.0,240.0,6.0,12.0,-11.5,-23.9,
2024-06-18,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-06-18 09:00:00,9,,250.0,4.0,,14.3,9.2,
2023-12-17,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-12-17 18:00:00,18,,,0.0,,-44.4,-47.0,
2024-04-25,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-04-25 03:00:00,3,,280.0,5.0,10.0,1.9,-8.3,
2023-10-26,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-10-26 03:00:00,3,71.0,270.0,1.0,,-2.9,-4.2,
2023-02-16,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-02-16 21:00:00,21,,,0.0,,-33.6,-38.0,
2024-02-06,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-02-06 00:00:00,0,,,0.0,,-41.5,-43.8,
2024-05-28,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-05-28 12:00:00,12,,,0.0,,15.4,4.9,
2024-11-08,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-11-08 15:00:00,15,,,0.0,,-14.5,-15.8,
2024-01-30,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-01-30 21:00:00,21,,,0.0,,-38.4,-40.8,
2023-09-25,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-09-25 03:00:00,3,,120.0,1.0,,5.6,2.1,
2023-01-07,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-01-07 03:00:00,3,,,0.0,,-38.8,-43.2,
2024-12-27,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-12-27 12:00:00,12,2.0,90.0,1.0,,-30.5,-32.4,
2023-03-23,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-03-23 12:00:00,12,36.0,200.0,3.0,,-9.0,-14.5,
2024-08-07,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-08-07 06:00:00,6,4.0,240.0,5.0,10.0,24.6,6.2,
2023-10-30,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-10-30 00:00:00,0,2.0,320.0,1.0,,-9.4,-10.1,
2023-01-06,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-01-06 00:00:00,0,,,0.0,,-42.6,-46.9,
2024-06-19,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2024-06-19 18:00:00,18,4.0,20.0,1.0,,11.2,9.5,
2023-07-25,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-07-25 09:00:00,9,,,,,,,
2023-04-28,ТЕГЮЛТЯ (24967),Республика Саха /Якутия/,24967,ТЕГЮЛТЯ,2023-04-28 09:00:00,9,,160.0,2.0,,8.4,-5.4,
