observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2023-09-07,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-09-07 12:00:00,12,,170.0,1.0,,4.7,-2.3,
2023-05-09,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-05-09 12:00:00,12,,150.0,2.0,,1.8,-8.7,
2024-01-04,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-01-04 15:00:00,15,70.0,350.0,1.0,,-37.7,-41.7,
2024-07-06,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-07-06 06:00:00,6,,320.0,3.0,,21.6,4.7,
2023-10-10,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-10-10 12:00:00,12,2.0,290.0,2.0,,3.2,2.6,
2024-09-20,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-09-20 03:00:00,3,,280.0,3.0,,4.3,-4.9,
2024-08-13,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-08-13 12:00:00,12,2.0,310.0,2.0,,14.2,11.5,
2024-10-17,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-10-17 09:00:00,9,,40.0,2.0,,-6.1,-8.4,
2024-11-18,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-11-18 21:00:00,21,77.0,10.0,1.0,,-31.5,-34.6,
2023-09-10,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-09-10 15:00:00,15,61.0,260.0,2.0,,3.9,3.2,
2024-01-15,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-01-15 12:00:00,12,44.0,,0.0,,-46.5,-51.6,
2024-06-26,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-06-26 06:00:00,6,,320.0,5.0,11.0,23.7,9.0,
2023-11-21,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-11-21 06:00:00,6,71.0,280.0,6.0,11.0,-21.6,-25.7,
2023-11-04,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-11-04 18:00:00,18,,290.0,4.0,,-22.3,-25.5,
2023-12-01,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-12-01 15:00:00,15,2.0,280.0,4.0,,-27.5,-31.4,
2024-12-24,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-12-24 15:00:00,15,,240.0,1.0,,-32.1,-35.3,
2024-04-08,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-04-08 18:00:00,18,,140.0,1.0,,-5.2,-9.0,
2024-04-19,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-04-19 09:00:00,9,,330.0,3.0,,5.2,-5.0,
2024-08-15,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-08-15 03:00:00,3,,20.0,2.0,,16.5,2.2,
2023-08-14,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-08-14 00:00:00,0,5.0,100.0,3.0,,19.8,7.7,13.0
2023-03-27,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-03-27 21:00:00,21,,150.0,4.0,,-1.3,-6.2,
2024-10-14,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-10-14 06:00:00,6,2.0,240.0,1.0,,-2.8,-8.4,
2024-12-24,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-12-24 06:00:00,6,2.0,270.0,1.0,,-30.4,-33.5,
2024-11-30,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-11-30 06:00:00,6,,260.0,2.0,,-20.6,-23.0,
2023-07-18,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-07-18 18:00:00,18,,300.0,5.0,,15.1,12.1,
2024-04-25,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-04-25 12:00:00,12,70.0,280.0,3.0,10.0,-5.8,-11.0,
2024-06-12,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-06-12 03:00:00,3,,80.0,3.0,,24.2,6.9,
2024-06-17,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-06-17 03:00:00,3,,140.0,3.0,,21.2,8.4,
2024-09-18,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-09-18 15:00:00,15,,270.0,3.0,,3.9,2.3,
2024-12-27,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-12-27 06:00:00,6,48.0,,0.0,,-41.7,-46.2,
2023-10-20,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-10-20 09:00:00,9,,280.0,2.0,,-10.3,-13.2,
2023-08-07,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-08-07 09:00:00,9,,360.0,2.0,,24.2,2.8,
2023-06-21,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-06-21 21:00:00,21,,290.0,5.0,,14.1,5.1,
2023-03-22,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-03-22 15:00:00,15,,330.0,1.0,,-33.4,-36.9,
2023-12-20,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-12-20 00:00:00,0,28.0,,0.0,,-41.0,-45.5,
2024-10-18,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2024-10-18 09:00:00,9,,300.0,3.0,,-11.0,-14.5,
2023-10-14,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-10-14 03:00:00,3,,280.0,1.0,,-5.9,-9.6,
2023-08-31,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-08-31 18:00:00,18,60.0,320.0,4.0,,17.7,14.3,
2023-06-26,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-06-26 21:00:00,21,,190.0,1.0,,22.4,15.9,
2023-04-12,НАМЦЫ (24753),Республика Саха /Якутия/,24753,НАМЦЫ,2023-04-12 12:00:00,12,,360.0,1.0,,-6.4,-15.4,
