observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2021-03-26,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-03-26 03:00:00,3,,90.0,1.0,,-3.4,-8.5,
2020-12-29,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-12-29 00:00:00,0,,,,,,,
2021-03-01,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-03-01 21:00:00,21,,,,,,,
2021-09-22,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-09-22 09:00:00,9,,210.0,2.0,,13.5,6.9,
2021-08-06,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-08-06 03:00:00,3,60.0,50.0,1.0,,14.3,12.5,
2020-05-07,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-05-07 03:00:00,3,61.0,170.0,3.0,,4.5,2.0,
2020-04-22,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-04-22 03:00:00,3,,350.0,7.0,12.0,-1.9,-9.8,
2020-08-17,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-08-17 03:00:00,3,2.0,320.0,4.0,,8.3,5.0,
2021-07-14,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-07-14 00:00:00,0,,60.0,1.0,,17.4,11.1,14.0
2021-10-10,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-10-10 18:00:00,18,,140.0,1.0,,-3.0,-6.8,
2020-11-13,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-11-13 21:00:00,21,,40.0,1.0,,-9.5,-12.1,
2020-02-08,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-02-08 18:00:00,18,,,,,,,
2020-11-04,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-11-04 09:00:00,9,,260.0,1.0,,-9.2,-12.7,
2021-02-27,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-02-27 06:00:00,6,73.0,80.0,2.0,,-18.5,-20.4,
2021-05-25,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-05-25 18:00:00,18,81.0,260.0,1.0,,2.2,1.1,
2021-06-09,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-06-09 21:00:00,21,,,,,,,
2020-07-04,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-07-04 06:00:00,6,25.0,110.0,1.0,,12.4,11.3,
2021-07-17,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-07-17 06:00:00,6,4.0,20.0,3.0,,23.4,11.3,
2021-08-29,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-08-29 12:00:00,12,,250.0,2.0,,6.7,-0.6,
2020-03-08,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-03-08 21:00:00,21,,,,,,,
2020-10-17,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2020-10-17 15:00:00,15,,290.0,2.0,,-15.1,-18.5,
2019-12-16,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2019-12-16 06:00:00,6,36.0,10.0,3.0,,-16.2,-21.3,
2021-09-23,НАГОРНЫЙ (30493),Республика Саха /Якутия/,30493,НАГОРНЫЙ,2021-09-23 00:00:00,0,,,,,,,
