observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2022-03-10,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-03-10 00:00:00,0,,,0.0,,-39.0,-41.8,
2020-09-02,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2020-09-02 21:00:00,21,,90.0,2.0,,3.5,2.2,
2020-11-27,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2020-11-27 12:00:00,12,71.0,270.0,2.0,,-12.4,-14.4,
2022-12-22,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-12-22 21:00:00,21,,,0.0,,-29.4,-32.4,
2022-11-27,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-11-27 03:00:00,3,,,0.0,,-40.5,-43.3,
2022-12-10,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-12-10 06:00:00,6,,,0.0,,-39.6,-42.3,
2022-10-03,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-10-03 00:00:00,0,85.0,320.0,2.0,,-0.9,-1.3,
2022-09-22,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-09-22 03:00:00,3,85.0,320.0,4.0,,1.2,0.4,
2022-07-30,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-07-30 00:00:00,0,,,0.0,,19.1,11.7,11.0
2022-05-16,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-05-16 12:00:00,12,,20.0,6.0,,-2.4,-6.4,
2019-11-23,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2019-11-23 03:00:00,3,,,0.0,,-37.5,-40.5,
2021-01-26,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2021-01-26 12:00:00,12,,,0.0,,-48.5,-51.2,
2022-11-05,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-11-05 12:00:00,12,,,0.0,,-30.3,-32.8,
2022-07-07,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-07-07 12:00:00,12,25.0,320.0,4.0,,12.3,9.0,
2020-11-14,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2020-11-14 21:00:00,21,2.0,,0.0,,-22.9,-25.5,
2020-04-15,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2020-04-15 12:00:00,12,,360.0,2.0,,-16.7,-20.1,
2022-02-25,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-02-25 09:00:00,9,,,0.0,,-32.5,-35.5,
2022-12-01,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-12-01 18:00:00,18,,270.0,4.0,,-27.1,-30.2,
2022-09-30,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-09-30 21:00:00,21,85.0,20.0,2.0,,-4.5,-5.8,
2022-06-26,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-06-26 00:00:00,0,,90.0,4.0,,4.1,-3.1,0.0
2022-06-11,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-06-11 18:00:00,18,,360.0,2.0,,9.5,5.1,
2020-08-06,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2020-08-06 09:00:00,9,,280.0,2.0,,20.4,14.2,
2022-01-02,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-01-02 03:00:00,3,,,0.0,,-40.8,-43.8,
2022-04-10,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-04-10 15:00:00,15,,,0.0,,-24.2,-28.9,
2022-11-04,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-11-04 09:00:00,9,70.0,140.0,4.0,,-16.0,-18.7,
2022-07-02,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-07-02 12:00:00,12,,160.0,2.0,,15.1,8.6,
2022-06-29,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-06-29 00:00:00,0,,230.0,6.0,,11.8,1.1,4.0
2020-04-21,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2020-04-21 06:00:00,6,,160.0,2.0,,-0.5,-8.5,
2022-01-30,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-01-30 09:00:00,9,,,0.0,,-36.8,-39.8,
2022-08-29,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-08-29 15:00:00,15,,140.0,2.0,,8.4,5.8,
2022-11-05,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-11-05 15:00:00,15,,,0.0,,-29.9,-32.4,
2022-11-04,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-11-04 12:00:00,12,70.0,140.0,6.0,,-14.1,-17.6,
2022-05-18,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-05-18 15:00:00,15,,70.0,4.0,,-8.4,-11.2,
2022-01-22,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-01-22 06:00:00,6,71.0,140.0,4.0,,-21.8,-23.6,
2022-01-31,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-01-31 21:00:00,21,71.0,,0.0,,-34.4,-36.8,
2022-10-13,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-10-13 00:00:00,0,,180.0,2.0,,-5.5,-6.9,
2022-08-13,ТЮМЯТИ (21813),Республика Саха /Якутия/,21813,ТЮМЯТИ,2022-08-13 06:00:00,6,,50.0,2.0,,11.2,5.1,
