observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2024-04-03,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-04-03 06:00:00,6,2.0,50.0,2.0,,-15.2,-18.6,
2023-04-04,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-04-04 06:00:00,6,2.0,,0.0,,-5.1,-8.4,
2023-12-18,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-12-18 12:00:00,12,70.0,230.0,3.0,,-32.2,-35.3,
2024-09-10,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-09-10 09:00:00,9,2.0,240.0,2.0,,9.6,3.9,
2023-04-07,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-04-07 18:00:00,18,,100.0,2.0,,-23.6,-28.4,
2023-03-12,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-03-12 18:00:00,18,,70.0,1.0,,-28.1,-31.2,
2023-03-10,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-03-10 00:00:00,0,,50.0,2.0,,-35.3,-39.0,
2023-05-15,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-05-15 03:00:00,3,,50.0,1.0,,-0.9,-9.6,
2024-09-20,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-09-20 12:00:00,12,,180.0,2.0,,-1.2,-4.1,
2023-11-27,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-11-27 00:00:00,0,2.0,,0.0,,-28.9,-31.4,
2024-11-25,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-11-25 12:00:00,12,,220.0,3.0,,-27.1,-29.5,
2023-10-27,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-10-27 09:00:00,9,,,,,,,
2024-05-15,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-05-15 03:00:00,3,,50.0,10.0,18.0,-1.4,-7.7,
2023-07-14,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-07-14 18:00:00,18,,320.0,5.0,,11.2,7.0,
2023-06-23,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-06-23 03:00:00,3,,240.0,4.0,,22.4,10.2,
2023-05-21,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-05-21 00:00:00,0,2.0,30.0,3.0,,-8.6,-14.5,
2024-06-03,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-06-03 21:00:00,21,,50.0,4.0,,13.6,4.5,
2024-07-04,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-07-04 18:00:00,18,,70.0,5.0,,5.6,2.4,
2024-12-09,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-12-09 09:00:00,9,,80.0,2.0,,-38.3,-40.9,
2023-08-26,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-08-26 06:00:00,6,60.0,40.0,1.0,,14.4,12.4,
2023-02-16,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-02-16 06:00:00,6,,80.0,1.0,,-34.4,-38.1,
2023-06-12,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-06-12 12:00:00,12,,200.0,3.0,,4.8,-2.1,
2024-12-29,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-12-29 21:00:00,21,,,0.0,,-45.3,-47.8,
2023-10-26,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-10-26 06:00:00,6,70.0,40.0,1.0,,-11.6,-13.6,
2023-03-14,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-03-14 21:00:00,21,,,0.0,,-26.3,-29.4,
2024-01-03,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-01-03 09:00:00,9,,,0.0,,-46.2,-48.6,
2024-05-26,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-05-26 09:00:00,9,,230.0,5.0,13.0,16.6,-0.9,
2023-06-16,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-06-16 03:00:00,3,,220.0,2.0,,13.0,9.1,
2023-03-16,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-03-16 06:00:00,6,71.0,230.0,7.0,13.0,-11.0,-13.8,
2023-01-28,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-01-28 21:00:00,21,,240.0,2.0,,-38.8,-42.5,
2023-05-12,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2023-05-12 00:00:00,0,,230.0,3.0,,-7.5,-15.2,
2024-03-04,КЮСЮР (21921),Республика Саха /Якутия/,21921,КЮСЮР,2024-03-04 09:00:00,9,36.0,50.0,7.0,12.0,-20.5,-24.6,
