observation_date,meteoname_with_id,subject_name,station_identifier,station_name,observation_ts,observation_period,presentweather,winddirection,windspeed,maximumwindgustspeed,airtemperature,dewpointtemperature,groundminimumtemperaturepast12hours
2024-09-01,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-09-01 15:00:00,15,,70.0,3.0,,7.3,6.2,
2024-09-15,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-09-15 03:00:00,3,,340.0,6.0,10.0,4.4,3.4,
2024-03-11,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-03-11 00:00:00,0,2.0,200.0,1.0,,-30.7,-34.4,
2024-03-29,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-03-29 06:00:00,6,71.0,310.0,6.0,,-13.3,-15.3,
2023-04-26,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-04-26 12:00:00,12,,,,,,,
2023-06-02,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-06-02 03:00:00,3,,350.0,3.0,,10.0,-3.5,
2024-03-17,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-03-17 15:00:00,15,,100.0,3.0,,-23.5,-26.0,
2024-04-25,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-04-25 21:00:00,21,,20.0,1.0,,-13.6,-17.1,
2024-04-14,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-04-14 21:00:00,21,,200.0,6.0,,-19.8,-24.7,
2023-08-18,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-08-18 09:00:00,9,,350.0,4.0,,7.6,4.4,
2024-07-22,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-07-22 09:00:00,9,,110.0,3.0,,20.3,7.2,
2023-08-19,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-08-19 15:00:00,15,,280.0,3.0,,6.9,5.3,
2024-01-16,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-01-16 12:00:00,12,,,,,,,
2024-07-19,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-07-19 06:00:00,6,,300.0,2.0,,11.8,4.4,
2023-10-14,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-10-14 03:00:00,3,73.0,280.0,3.0,,-5.9,-6.7,
2023-02-22,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-02-22 06:00:00,6,,,,,,,
2023-02-12,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-02-12 03:00:00,3,,80.0,3.0,,-38.7,-42.7,
2023-01-16,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-01-16 03:00:00,3,,210.0,3.0,,-40.6,-45.3,
2024-09-05,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-09-05 15:00:00,15,,190.0,2.0,,3.9,1.9,
2024-10-03,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-10-03 21:00:00,21,71.0,270.0,7.0,10.0,-2.4,-3.0,
2023-09-23,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-09-23 03:00:00,3,51.0,50.0,3.0,,5.8,4.9,
2023-09-21,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-09-21 03:00:00,3,,70.0,4.0,,6.9,0.3,
2023-10-28,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-10-28 21:00:00,21,,200.0,2.0,,-20.2,-22.1,
2024-02-02,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-02-02 18:00:00,18,,,,,,,
2023-09-16,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-09-16 21:00:00,21,,,,,,,
2023-04-09,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-04-09 06:00:00,6,,50.0,5.0,,-19.8,-23.1,
2023-09-19,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-09-19 06:00:00,6,,,,,,,
2023-12-14,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-12-14 18:00:00,18,36.0,50.0,7.0,10.0,-20.0,-21.9,
2023-12-19,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-12-19 06:00:00,6,71.0,290.0,2.0,,-28.9,-32.1,
2024-04-21,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-04-21 15:00:00,15,,160.0,3.0,,-7.8,-13.9,
2023-01-26,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-01-26 18:00:00,18,,30.0,2.0,,-35.6,-39.8,
2024-10-21,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-10-21 12:00:00,12,38.0,340.0,13.0,23.0,-2.4,-3.6,
2023-11-25,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-11-25 15:00:00,15,,300.0,4.0,10.0,-22.8,-25.3,
2023-08-26,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-08-26 15:00:00,15,2.0,180.0,1.0,,9.9,7.2,
2024-07-14,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-07-14 06:00:00,6,,340.0,6.0,,6.2,5.6,
2023-01-08,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-01-08 09:00:00,9,71.0,210.0,5.0,,-36.1,-40.4,
2024-10-17,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-10-17 00:00:00,0,,20.0,6.0,,-5.8,-7.3,
2023-09-06,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-09-06 18:00:00,18,,,,,,,
2024-01-07,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-01-07 06:00:00,6,,,,,,,
2024-04-13,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-04-13 21:00:00,21,,20.0,1.0,,-25.2,-28.4,
2024-11-12,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-11-12 00:00:00,0,,,0.0,,-30.1,-33.2,
2024-12-05,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-12-05 00:00:00,0,71.0,,0.0,,-15.8,-17.7,
2023-01-11,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-01-11 12:00:00,12,,200.0,3.0,,-29.8,-32.8,
2024-04-07,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-04-07 21:00:00,21,,130.0,2.0,,-23.1,-25.7,
2023-03-05,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-03-05 12:00:00,12,,300.0,2.0,,-41.9,-46.4,
2023-04-13,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-04-13 12:00:00,12,,360.0,2.0,,-25.3,-27.8,
2024-06-03,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-06-03 18:00:00,18,,30.0,2.0,,4.2,0.5,
2024-08-30,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-08-30 09:00:00,9,,100.0,5.0,10.0,9.5,0.7,
2024-09-25,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-09-25 18:00:00,18,,10.0,2.0,,-2.1,-2.7,
2024-11-20,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-11-20 06:00:00,6,71.0,230.0,7.0,11.0,-23.6,-26.2,
2023-11-17,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-11-17 15:00:00,15,36.0,200.0,8.0,12.0,-14.9,-18.3,
2023-10-07,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-10-07 12:00:00,12,,110.0,3.0,,-4.1,-5.0,
2024-07-19,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-07-19 18:00:00,18,,170.0,5.0,,9.2,5.8,
2024-05-20,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-05-20 03:00:00,3,,50.0,6.0,,4.0,-2.9,
2023-10-02,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-10-02 09:00:00,9,,310.0,5.0,,-1.8,-3.6,
2023-06-29,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-06-29 06:00:00,6,,210.0,4.0,10.0,25.9,6.1,
2023-06-26,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-06-26 09:00:00,9,,330.0,4.0,,19.5,12.4,
2023-03-27,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-03-27 12:00:00,12,,180.0,3.0,,-17.5,-23.4,
2024-01-06,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-01-06 09:00:00,9,71.0,330.0,5.0,,-22.4,-24.9,
2024-01-31,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-01-31 00:00:00,0,,,,,,,
2024-07-05,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-07-05 09:00:00,9,,10.0,7.0,11.0,7.1,5.1,
2023-12-08,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-12-08 12:00:00,12,,110.0,2.0,,-36.6,-40.1,
2023-11-02,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-11-02 12:00:00,12,,70.0,2.0,,-16.4,-17.7,
2023-08-14,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-08-14 15:00:00,15,,190.0,3.0,,14.8,12.6,
2023-01-01,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-01-01 06:00:00,6,,200.0,3.0,,-40.4,-45.3,
2023-04-06,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-04-06 06:00:00,6,,80.0,3.0,,-5.5,-12.1,
2023-05-21,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-05-21 15:00:00,15,61.0,190.0,2.0,,3.5,0.9,
2024-07-20,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-07-20 09:00:00,9,,20.0,2.0,,14.4,9.8,
2024-08-04,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-08-04 06:00:00,6,,40.0,2.0,,11.3,7.4,
2023-06-15,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-06-15 18:00:00,18,,60.0,4.0,,1.7,1.6,
2024-09-03,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-09-03 06:00:00,6,51.0,30.0,5.0,,8.4,7.1,
2024-03-12,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-03-12 00:00:00,0,,70.0,3.0,,-25.8,-29.0,
2023-07-03,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2023-07-03 15:00:00,15,,340.0,4.0,,12.3,11.5,
2024-09-09,КОЛЫМСКАЯ (25121),Республика Саха /Якутия/,25121,КОЛЫМСКАЯ,2024-09-09 21:00:00,21,,,,,,,
